Comunidad autónoma de residencia;Tipo de dato;Gastos medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
12 Galicia;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2022;769,41
12 Galicia;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2021;718,85
12 Galicia;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2020;663,48
12 Galicia;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2019;659,09
12 Galicia;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2018;603,65
12 Galicia;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2017;606,37
12 Galicia;Dato base;Gasto medio por unidad de consumo;06 Sanidad;2016;582,33
12 Galicia;Dato base;Gasto medio por unidad de consumo;07 Transporte;2024;2.694,57
12 Galicia;Dato base;Gasto medio por unidad de consumo;07 Transporte;2023;2.630,00
12 Galicia;Dato base;Gasto medio por unidad de consumo;07 Transporte;2022;2.818,52
12 Galicia;Dato base;Gasto medio por unidad de consumo;07 Transporte;2021;2.152,20
12 Galicia;Dato base;Gasto medio por unidad de consumo;07 Transporte;2020;1.589,31
12 Galicia;Dato base;Gasto medio por unidad de consumo;07 Transporte;2019;2.157,25
12 Galicia;Dato base;Gasto medio por unidad de consumo;07 Transporte;2018;2.235,98
12 Galicia;Dato base;Gasto medio por unidad de consumo;07 Transporte;2017;2.159,99
12 Galicia;Dato base;Gasto medio por unidad de consumo;07 Transporte;2016;1.951,52
12 Galicia;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2024;638,28
12 Galicia;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2023;617,01
12 Galicia;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2022;621,14
12 Galicia;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2021;637,23
12 Galicia;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2020;623,19
12 Galicia;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2019;589,89
12 Galicia;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2018;608,54
12 Galicia;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2017;588,33
12 Galicia;Dato base;Gasto medio por unidad de consumo;08 Información y comunicaciones;2016;563,58
12 Galicia;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2024;1.119,87
12 Galicia;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2023;1.065,17
12 Galicia;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2022;873,56
12 Galicia;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2021;765,90
12 Galicia;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2020;642,99
12 Galicia;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2019;676,67
12 Galicia;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2018;747,40
12 Galicia;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2017;719,24
12 Galicia;Dato base;Gasto medio por unidad de consumo;09 Actividades recreativas, deporte y cultura;2016;699,44
12 Galicia;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2024;248,29
12 Galicia;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2023;206,49
12 Galicia;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2022;174,51
12 Galicia;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2021;157,09
12 Galicia;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2020;150,90
12 Galicia;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2019;160,29
12 Galicia;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2018;189,88
12 Galicia;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2017;179,91
12 Galicia;Dato base;Gasto medio por unidad de consumo;10 Servicios de educación;2016;153,14
12 Galicia;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2024;1.829,04
12 Galicia;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2023;1.865,99
12 Galicia;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2022;1.560,39
12 Galicia;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2021;1.099,43
12 Galicia;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2020;845,13
12 Galicia;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2019;1.343,03
12 Galicia;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2018;1.516,13
12 Galicia;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2017;1.479,23
12 Galicia;Dato base;Gasto medio por unidad de consumo;11 Restaurantes y servicios de alojamiento;2016;1.310,24
12 Galicia;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2024;752,86
12 Galicia;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2023;690,22
12 Galicia;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2022;644,28
12 Galicia;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2021;625,32
12 Galicia;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2020;603,20
12 Galicia;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2019;591,79
12 Galicia;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2018;572,38
12 Galicia;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2017;572,49
12 Galicia;Dato base;Gasto medio por unidad de consumo;12 Seguros y servicios financieros;2016;611,29
12 Galicia;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2024;860,41
12 Galicia;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2023;886,05
12 Galicia;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2022;816,75
12 Galicia;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2021;720,37
12 Galicia;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2020;621,26
12 Galicia;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2019;648,15
12 Galicia;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2018;681,47
12 Galicia;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2017;628,35
12 Galicia;Dato base;Gasto medio por unidad de consumo;13 Cuidado personal, protección social, y bienes y servicios diversos;2016;637,68
12 Galicia;Dato base;Distribución porcentual;Índice general;2024;100,00
12 Galicia;Dato base;Distribución porcentual;Índice general;2023;100,00
12 Galicia;Dato base;Distribución porcentual;Índice general;2022;100,00
12 Galicia;Dato base;Distribución porcentual;Índice general;2021;100,00
12 Galicia;Dato base;Distribución porcentual;Índice general;2020;100,00
12 Galicia;Dato base;Distribución porcentual;Índice general;2019;100,00
12 Galicia;Dato base;Distribución porcentual;Índice general;2018;100,00
12 Galicia;Dato base;Distribución porcentual;Índice general;2017;100,00
12 Galicia;Dato base;Distribución porcentual;Índice general;2016;100,00
12 Galicia;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2024;17,22
12 Galicia;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2023;17,23
12 Galicia;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2022;17,05
12 Galicia;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2021;18,60
12 Galicia;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2020;18,50
12 Galicia;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2019;15,64
12 Galicia;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2018;15,63
12 Galicia;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2017;15,35
12 Galicia;Dato base;Distribución porcentual;01 Alimentos y bebidas no alcohólicas;2016;16,19
12 Galicia;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2024;1,39
12 Galicia;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2023;1,63
12 Galicia;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2022;1,62
12 Galicia;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2021;1,95
12 Galicia;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2020;2,61
12 Galicia;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2019;2,00
12 Galicia;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2018;1,93
12 Galicia;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2017;2,05
12 Galicia;Dato base;Distribución porcentual;02 Bebidas alcohólicas, tabaco y estupefacientes;2016;1,99
12 Galicia;Dato base;Distribución porcentual;03 Vestido y calzado;2024;5,23
12 Galicia;Dato base;Distribución porcentual;03 Vestido y calzado;2023;4,55
12 Galicia;Dato base;Distribución porcentual;03 Vestido y calzado;2022;4,27
12 Galicia;Dato base;Distribución porcentual;03 Vestido y calzado;2021;4,58
12 Galicia;Dato base;Distribución porcentual;03 Vestido y calzado;2020;4,25
12 Galicia;Dato base;Distribución porcentual;03 Vestido y calzado;2019;5,93
12 Galicia;Dato base;Distribución porcentual;03 Vestido y calzado;2018;5,66
12 Galicia;Dato base;Distribución porcentual;03 Vestido y calzado;2017;6,24
12 Galicia;Dato base;Distribución porcentual;03 Vestido y calzado;2016;5,76
12 Galicia;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2024;28,15
12 Galicia;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;27,26
12 Galicia;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;28,84
12 Galicia;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;29,80
12 Galicia;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;31,92
12 Galicia;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;29,85
12 Galicia;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;28,55
12 Galicia;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;28,65
12 Galicia;Dato base;Distribución porcentual;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;29,74
12 Galicia;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2024;3,45
12 Galicia;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;4,48
12 Galicia;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;4,04
12 Galicia;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;4,52
12 Galicia;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;4,48
12 Galicia;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;4,11
12 Galicia;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;4,31
12 Galicia;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;4,49
12 Galicia;Dato base;Distribución porcentual;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;4,54
12 Galicia;Dato base;Distribución porcentual;06 Sanidad;2024;4,60
12 Galicia;Dato base;Distribución porcentual;06 Sanidad;2023;4,42
12 Galicia;Dato base;Distribución porcentual;06 Sanidad;2022;4,11
12 Galicia;Dato base;Distribución porcentual;06 Sanidad;2021;4,24
12 Galicia;Dato base;Distribución porcentual;06 Sanidad;2020;4,42
12 Galicia;Dato base;Distribución porcentual;06 Sanidad;2019;4,10
12 Galicia;Dato base;Distribución porcentual;06 Sanidad;2018;3,70
12 Galicia;Dato base;Distribución porcentual;06 Sanidad;2017;3,78
12 Galicia;Dato base;Distribución porcentual;06 Sanidad;2016;3,74
12 Galicia;Dato base;Distribución porcentual;07 Transporte;2024;13,22
12 Galicia;Dato base;Distribución porcentual;07 Transporte;2023;13,35
12 Galicia;Dato base;Distribución porcentual;07 Transporte;2022;15,04
12 Galicia;Dato base;Distribución porcentual;07 Transporte;2021;12,69
12 Galicia;Dato base;Distribución porcentual;07 Transporte;2020;10,59
12 Galicia;Dato base;Distribución porcentual;07 Transporte;2019;13,42
12 Galicia;Dato base;Distribución porcentual;07 Transporte;2018;13,72
12 Galicia;Dato base;Distribución porcentual;07 Transporte;2017;13,46
12 Galicia;Dato base;Distribución porcentual;07 Transporte;2016;12,52
12 Galicia;Dato base;Distribución porcentual;08 Información y comunicaciones;2024;3,13
12 Galicia;Dato base;Distribución porcentual;08 Información y comunicaciones;2023;3,13
12 Galicia;Dato base;Distribución porcentual;08 Información y comunicaciones;2022;3,31
12 Galicia;Dato base;Distribución porcentual;08 Información y comunicaciones;2021;3,76
12 Galicia;Dato base;Distribución porcentual;08 Información y comunicaciones;2020;4,15
12 Galicia;Dato base;Distribución porcentual;08 Información y comunicaciones;2019;3,67
12 Galicia;Dato base;Distribución porcentual;08 Información y comunicaciones;2018;3,73
12 Galicia;Dato base;Distribución porcentual;08 Información y comunicaciones;2017;3,67
12 Galicia;Dato base;Distribución porcentual;08 Información y comunicaciones;2016;3,62
12 Galicia;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2024;5,50
12 Galicia;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2023;5,41
12 Galicia;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2022;4,66
12 Galicia;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2021;4,52
12 Galicia;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2020;4,28
12 Galicia;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2019;4,21
12 Galicia;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2018;4,59
12 Galicia;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2017;4,48
12 Galicia;Dato base;Distribución porcentual;09 Actividades recreativas, deporte y cultura;2016;4,49
12 Galicia;Dato base;Distribución porcentual;10 Servicios de educación;2024;1,22
12 Galicia;Dato base;Distribución porcentual;10 Servicios de educación;2023;1,05
12 Galicia;Dato base;Distribución porcentual;10 Servicios de educación;2022;0,93
12 Galicia;Dato base;Distribución porcentual;10 Servicios de educación;2021;0,93
12 Galicia;Dato base;Distribución porcentual;10 Servicios de educación;2020;1,01
12 Galicia;Dato base;Distribución porcentual;10 Servicios de educación;2019;1,00
12 Galicia;Dato base;Distribución porcentual;10 Servicios de educación;2018;1,17
12 Galicia;Dato base;Distribución porcentual;10 Servicios de educación;2017;1,12
12 Galicia;Dato base;Distribución porcentual;10 Servicios de educación;2016;0,98
12 Galicia;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2024;8,98
12 Galicia;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2023;9,47
12 Galicia;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2022;8,33
12 Galicia;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2021;6,48
12 Galicia;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2020;5,63
12 Galicia;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2019;8,36
12 Galicia;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2018;9,31
12 Galicia;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2017;9,22
12 Galicia;Dato base;Distribución porcentual;11 Restaurantes y servicios de alojamiento;2016;8,41
12 Galicia;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2024;3,69
12 Galicia;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2023;3,50
12 Galicia;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2022;3,44
12 Galicia;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2021;3,69
12 Galicia;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2020;4,02
12 Galicia;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2019;3,68
12 Galicia;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2018;3,51
12 Galicia;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2017;3,57
12 Galicia;Dato base;Distribución porcentual;12 Seguros y servicios financieros;2016;3,92
12 Galicia;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2024;4,22
12 Galicia;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2023;4,50
12 Galicia;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2022;4,36
12 Galicia;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2021;4,25
12 Galicia;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2020;4,14
12 Galicia;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2019;4,03
12 Galicia;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2018;4,18
12 Galicia;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2017;3,92
12 Galicia;Dato base;Distribución porcentual;13 Cuidado personal, protección social, y bienes y servicios diversos;2016;4,09
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;Índice general;2024;39.317,62
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;Índice general;2023;37.360,47
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;Índice general;2022;35.984,94
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;Índice general;2021;34.645,29
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;Índice general;2020;32.502,41
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;Índice general;2019;35.798,09
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;Índice general;2018;34.793,11
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;Índice general;2017;34.016,49
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;Índice general;2016;32.682,55
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2024;5.155,82
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2023;5.237,27
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2022;5.137,60
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2021;4.797,45
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2020;4.671,07
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2019;4.262,89
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2018;4.130,46
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2017;4.069,76
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;01 Alimentos y bebidas no alcohólicas;2016;4.007,33
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2024;451,32
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2023;455,66
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2022;451,80
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2021;480,92
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2020;524,36
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2019;540,78
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2018;492,36
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2017;569,19
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;02 Bebidas alcohólicas, tabaco y estupefacientes;2016;532,60
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;03 Vestido y calzado;2024;1.465,95
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;03 Vestido y calzado;2023;1.323,80
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;03 Vestido y calzado;2022;1.233,09
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;03 Vestido y calzado;2021;1.268,19
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;03 Vestido y calzado;2020;1.141,16
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;03 Vestido y calzado;2019;1.567,38
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;03 Vestido y calzado;2018;1.487,95
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;03 Vestido y calzado;2017;1.602,95
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;03 Vestido y calzado;2016;1.512,87
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2024;14.323,91
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;13.106,08
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;12.861,38
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;12.725,64
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;12.908,30
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;12.081,02
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;11.770,15
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;11.139,71
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;10.860,57
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2024;1.447,26
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;1.458,05
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;1.457,75
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;1.529,57
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;1.405,43
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;1.556,91
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;1.552,14
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;1.500,32
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;1.477,95
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;06 Sanidad;2024;1.629,95
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;06 Sanidad;2023;1.303,74
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;06 Sanidad;2022;1.209,42
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;06 Sanidad;2021;1.490,32
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;06 Sanidad;2020;1.170,88
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;06 Sanidad;2019;1.199,76
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;06 Sanidad;2018;980,95
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;06 Sanidad;2017;1.045,89
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;06 Sanidad;2016;1.008,05
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;07 Transporte;2024;3.887,93
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;07 Transporte;2023;4.154,27
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;07 Transporte;2022;4.036,60
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;07 Transporte;2021;3.482,07
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;07 Transporte;2020;2.851,75
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;07 Transporte;2019;4.175,64
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;07 Transporte;2018;4.255,75
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;07 Transporte;2017;4.121,38
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;07 Transporte;2016;3.577,57
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2024;1.284,96
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2023;1.179,10
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2022;1.233,04
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2021;1.248,00
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2020;1.251,38
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2019;1.226,46
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2018;1.222,32
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2017;1.199,92
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2016;1.142,04
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2024;2.021,68
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2023;1.711,07
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2022;1.457,17
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2021;1.397,95
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2020;1.046,67
13 Madrid, Comunidad de;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2019;1.909,43
