Comunidad autónoma de residencia;Tipo de dato;Gastos medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
16 País Vasco;Dato base;Gasto medio por hogar;07 Transporte;2016;3.248,70
16 País Vasco;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2024;1.037,46
16 País Vasco;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2023;1.045,51
16 País Vasco;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2022;1.085,84
16 País Vasco;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2021;1.127,06
16 País Vasco;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2020;1.163,22
16 País Vasco;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2019;1.139,99
16 País Vasco;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2018;1.122,97
16 País Vasco;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2017;1.120,60
16 País Vasco;Dato base;Gasto medio por hogar;08 Información y comunicaciones;2016;1.112,60
16 País Vasco;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2024;1.732,16
16 País Vasco;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2023;1.598,28
16 País Vasco;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2022;1.274,87
16 País Vasco;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2021;1.110,09
16 País Vasco;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2020;1.057,58
16 País Vasco;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2019;1.607,09
16 País Vasco;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2018;1.649,17
16 País Vasco;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2017;1.648,88
16 País Vasco;Dato base;Gasto medio por hogar;09 Actividades recreativas, deporte y cultura;2016;1.622,83
16 País Vasco;Dato base;Gasto medio por hogar;10 Servicios de educación;2024;568,17
16 País Vasco;Dato base;Gasto medio por hogar;10 Servicios de educación;2023;616,91
16 País Vasco;Dato base;Gasto medio por hogar;10 Servicios de educación;2022;730,92
16 País Vasco;Dato base;Gasto medio por hogar;10 Servicios de educación;2021;621,10
16 País Vasco;Dato base;Gasto medio por hogar;10 Servicios de educación;2020;556,92
16 País Vasco;Dato base;Gasto medio por hogar;10 Servicios de educación;2019;615,96
16 País Vasco;Dato base;Gasto medio por hogar;10 Servicios de educación;2018;561,55
16 País Vasco;Dato base;Gasto medio por hogar;10 Servicios de educación;2017;538,88
16 País Vasco;Dato base;Gasto medio por hogar;10 Servicios de educación;2016;527,76
16 País Vasco;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2024;4.206,92
16 País Vasco;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2023;4.085,85
16 País Vasco;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2022;3.846,94
16 País Vasco;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2021;2.897,73
16 País Vasco;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2020;2.238,61
16 País Vasco;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2019;3.754,56
16 País Vasco;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2018;3.632,00
16 País Vasco;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2017;3.862,58
16 País Vasco;Dato base;Gasto medio por hogar;11 Restaurantes y servicios de alojamiento;2016;3.758,44
16 País Vasco;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2024;1.260,84
16 País Vasco;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2023;1.150,69
16 País Vasco;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2022;1.143,02
16 País Vasco;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2021;1.141,74
16 País Vasco;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2020;1.159,51
16 País Vasco;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2019;1.178,21
16 País Vasco;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2018;1.147,06
16 País Vasco;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2017;1.124,61
16 País Vasco;Dato base;Gasto medio por hogar;12 Seguros y servicios financieros;2016;1.133,92
16 País Vasco;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2024;1.210,90
16 País Vasco;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2023;1.424,84
16 País Vasco;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2022;1.237,51
16 País Vasco;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2021;1.167,96
16 País Vasco;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2020;1.147,75
16 País Vasco;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2019;1.339,62
16 País Vasco;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2018;1.431,79
16 País Vasco;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2017;1.423,17
16 País Vasco;Dato base;Gasto medio por hogar;13 Cuidado personal, protección social, y bienes y servicios diversos;2016;1.377,53
16 País Vasco;Dato base;Gasto medio por persona;Índice general;2024;15.504,22
16 País Vasco;Dato base;Gasto medio por persona;Índice general;2023;15.570,10
16 País Vasco;Dato base;Gasto medio por persona;Índice general;2022;14.906,05
16 País Vasco;Dato base;Gasto medio por persona;Índice general;2021;13.788,37
16 País Vasco;Dato base;Gasto medio por persona;Índice general;2020;13.288,92
16 País Vasco;Dato base;Gasto medio por persona;Índice general;2019;14.524,34
16 País Vasco;Dato base;Gasto medio por persona;Índice general;2018;14.405,51
16 País Vasco;Dato base;Gasto medio por persona;Índice general;2017;14.174,67
16 País Vasco;Dato base;Gasto medio por persona;Índice general;2016;14.167,59
16 País Vasco;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2024;2.405,16
16 País Vasco;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2023;2.449,11
16 País Vasco;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2022;2.323,67
16 País Vasco;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2021;2.160,76
16 País Vasco;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2020;2.162,75
16 País Vasco;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2019;1.984,85
16 País Vasco;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2018;1.974,01
16 País Vasco;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2017;1.959,25
16 País Vasco;Dato base;Gasto medio por persona;01 Alimentos y bebidas no alcohólicas;2016;1.962,00
16 País Vasco;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2024;155,98
16 País Vasco;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2023;173,24
16 País Vasco;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2022;169,94
16 País Vasco;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2021;200,50
16 País Vasco;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2020;228,36
16 País Vasco;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2019;183,68
16 País Vasco;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2018;186,90
16 País Vasco;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2017;193,52
16 País Vasco;Dato base;Gasto medio por persona;02 Bebidas alcohólicas, tabaco y estupefacientes;2016;224,18
16 País Vasco;Dato base;Gasto medio por persona;03 Vestido y calzado;2024;613,78
16 País Vasco;Dato base;Gasto medio por persona;03 Vestido y calzado;2023;600,91
16 País Vasco;Dato base;Gasto medio por persona;03 Vestido y calzado;2022;596,41
16 País Vasco;Dato base;Gasto medio por persona;03 Vestido y calzado;2021;571,58
16 País Vasco;Dato base;Gasto medio por persona;03 Vestido y calzado;2020;498,03
16 País Vasco;Dato base;Gasto medio por persona;03 Vestido y calzado;2019;654,18
16 País Vasco;Dato base;Gasto medio por persona;03 Vestido y calzado;2018;686,89
16 País Vasco;Dato base;Gasto medio por persona;03 Vestido y calzado;2017;653,39
16 País Vasco;Dato base;Gasto medio por persona;03 Vestido y calzado;2016;671,39
16 País Vasco;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2024;5.553,64
16 País Vasco;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2023;5.519,60
16 País Vasco;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2022;5.258,52
16 País Vasco;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2021;5.124,29
16 País Vasco;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2020;5.114,70
16 País Vasco;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2019;4.959,52
16 País Vasco;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2018;4.849,79
16 País Vasco;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2017;4.713,51
16 País Vasco;Dato base;Gasto medio por persona;04 Vivienda, agua, electricidad, gas y otros combustibles;2016;4.855,89
16 País Vasco;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2024;563,10
16 País Vasco;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2023;608,41
16 País Vasco;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2022;642,24
16 País Vasco;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2021;578,97
16 País Vasco;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2020;552,33
16 País Vasco;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2019;610,29
16 País Vasco;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2018;674,59
16 País Vasco;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2017;606,95
16 País Vasco;Dato base;Gasto medio por persona;05 Muebles, artículos del hogar y artículos para el mantenimiento corriente del hogar;2016;617,60
16 País Vasco;Dato base;Gasto medio por persona;06 Sanidad;2024;548,21
16 País Vasco;Dato base;Gasto medio por persona;06 Sanidad;2023;546,31
16 País Vasco;Dato base;Gasto medio por persona;06 Sanidad;2022;514,10
16 País Vasco;Dato base;Gasto medio por persona;06 Sanidad;2021;474,05
16 País Vasco;Dato base;Gasto medio por persona;06 Sanidad;2020;430,35
16 País Vasco;Dato base;Gasto medio por persona;06 Sanidad;2019;508,17
16 País Vasco;Dato base;Gasto medio por persona;06 Sanidad;2018;521,03
16 País Vasco;Dato base;Gasto medio por persona;06 Sanidad;2017;488,60
16 País Vasco;Dato base;Gasto medio por persona;06 Sanidad;2016;461,59
16 País Vasco;Dato base;Gasto medio por persona;07 Transporte;2024;1.387,76
16 País Vasco;Dato base;Gasto medio por persona;07 Transporte;2023;1.420,29
16 País Vasco;Dato base;Gasto medio por persona;07 Transporte;2022;1.424,00
16 País Vasco;Dato base;Gasto medio por persona;07 Transporte;2021;1.265,81
16 País Vasco;Dato base;Gasto medio por persona;07 Transporte;2020;1.212,61
16 País Vasco;Dato base;Gasto medio por persona;07 Transporte;2019;1.558,13
16 País Vasco;Dato base;Gasto medio por persona;07 Transporte;2018;1.493,40
16 País Vasco;Dato base;Gasto medio por persona;07 Transporte;2017;1.472,75
16 País Vasco;Dato base;Gasto medio por persona;07 Transporte;2016;1.366,13
16 País Vasco;Dato base;Gasto medio por persona;08 Información y comunicaciones;2024;442,95
16 País Vasco;Dato base;Gasto medio por persona;08 Información y comunicaciones;2023;448,07
16 País Vasco;Dato base;Gasto medio por persona;08 Información y comunicaciones;2022;463,41
16 País Vasco;Dato base;Gasto medio por persona;08 Información y comunicaciones;2021;476,83
16 País Vasco;Dato base;Gasto medio por persona;08 Información y comunicaciones;2020;490,75
16 País Vasco;Dato base;Gasto medio por persona;08 Información y comunicaciones;2019;481,00
16 País Vasco;Dato base;Gasto medio por persona;08 Información y comunicaciones;2018;472,85
16 País Vasco;Dato base;Gasto medio por persona;08 Información y comunicaciones;2017;471,21
16 País Vasco;Dato base;Gasto medio por persona;08 Información y comunicaciones;2016;467,86
16 País Vasco;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2024;739,56
16 País Vasco;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2023;684,96
16 País Vasco;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2022;544,09
16 País Vasco;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2021;469,66
16 País Vasco;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2020;446,19
16 País Vasco;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2019;678,09
16 País Vasco;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2018;694,41
16 País Vasco;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2017;693,35
16 País Vasco;Dato base;Gasto medio por persona;09 Actividades recreativas, deporte y cultura;2016;682,43
16 País Vasco;Dato base;Gasto medio por persona;10 Servicios de educación;2024;242,58
16 País Vasco;Dato base;Gasto medio por persona;10 Servicios de educación;2023;264,39
16 País Vasco;Dato base;Gasto medio por persona;10 Servicios de educación;2022;311,94
16 País Vasco;Dato base;Gasto medio por persona;10 Servicios de educación;2021;262,77
16 País Vasco;Dato base;Gasto medio por persona;10 Servicios de educación;2020;234,96
16 País Vasco;Dato base;Gasto medio por persona;10 Servicios de educación;2019;259,90
16 País Vasco;Dato base;Gasto medio por persona;10 Servicios de educación;2018;236,45
16 País Vasco;Dato base;Gasto medio por persona;10 Servicios de educación;2017;226,60
16 País Vasco;Dato base;Gasto medio por persona;10 Servicios de educación;2016;221,93
16 País Vasco;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2024;1.796,17
16 País Vasco;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2023;1.751,04
16 País Vasco;Dato base;Gasto medio por persona;11 Restaurantes y servicios de alojamiento;2022;1.641,78
